,text,intent
26942,If I breakdown in another state do i have tow coverage on my car,3
26943,i am wondering is emergency roadside service part of my plan,3
26944,What kind of road service do you offer,3
26945,I have an emergency is roadside assistance covered,3
26946,Is towing my car included in my policy,3
26947,Does my policy cover towing,3
26948,do i have and can i use emergency roadside service,3
26949,Is roadside assistance part of my policy,3
26950,need to know how my emergency roadside assistance is included in my car policy,3
26951,Im broken down on the side of the road does my policy cover that,3
26952,do i have emergency services,3
26953,I have a flat tire is ERS currently available under my policy,3
26954,did my roadside help carry over from last years plN,3
26955,do i have ers,3
26956,Im stuck on the highway do I have ERS,3
26957,Can I get a tow truck with my insurance policy,3
26958,What unexpected events on the road are covered under the policy,3
26959,is roadside assistance included,3
26960,My car battery is dead is this a part of my Emergency Roadside Assistance plan,3
26961,Does policy cover flat tire,3
26962,How do I get ERS help,3
26963,If I have to call for a jump start is that covered,3
26964,I have a flat do I have assistance covered for that,3
26965,How many ERS visits are covered under my insurance in case my car is stalled by the roadside,3
26966,My policy has ERS Right,3
26967,Does my policy have emergency assistance,3
26968,I need to know if I have emergency roadside service,3
26969,I have a flat tire does my insurance cover emergency roadside assistance,3
26970,have my policy have ers,3
26971,My car over heated Does my insurance help me with a tow truck,3
26972,question about emergency roadside assistance How many towing claims am i allowed per year,3
26973,How can I get help with roadside service,3
26974,WHat should I do if I break down on the road,3
26975,is my car covered by roadside assistance,3
26976,is there any way I could get some help with my car,3
26977,can i get help on the side of the road through my policy,3
26978,Can my insurance help me get a tow truck,3
26979,does my coverage include towing,3
26980,How many TOW services are availabke for me,3
26981,Im stuck on the side of the road because my tire flew off can you help,3
26982,Do I have tow service,3
26983,Can you let me no if I have roadside assistence on my policy,3
26984,do i have free roadside assistance,3
26985,Some policies have free towing for breakdowns does mine,3
26986,I am out of gas does my insurance cover that,3
26987,do i need to sign any ERS form,3
26988,How would I add roadside emergency coverage to my policy,3
26989,Can I call a tow truck and have it covered by you,3
26990,Does my policy include roadside emergency coverage,3
26991,If my car has problems can you come hlep me,3
26992,Is this inclusive of emergency road service,3
26993,I need to get towed can I have that done,3
26994,Do I get free towing,3
26995,I want to understand if ERS is included in my insurance,3
26996,I HAVE A FLAT TIRE ON MY VEHICLE AT MY HOUSE HOWEVER I AM AT WORK CAN MY FIANCE BE THERE TO HAVE ROADSIDE COME AND CHANGE TIRE OR DO I NEED TO ME THERE,3
26997,my car broke down what do I do,3
26998,Under which policy is ERS included,3
26999,where can i see whats included in my insurance,3
27000,will you give a tow when I need it without charging extra,3
27001,emergency assistance included in policy,3
27002,We have roadside assistance on our auto policies What services does that consist of,3
27003,Can you check my insurance to see if ERS is included,3
27004,Can I get free flat tire help,3
27005,Can I get a tow,3
27006,When and How much emergency road service is in my plan,3
27007,Will my policy cover roadside assistance,3
27008,my car wont start can I get a tow,3
27009,do you send roadside assistance if i get a flat,3
27010,whats the procedure to access info about my insurance coverage,3
27011,I need to know what my status is on roadside assistance,3
27012,which one of my policy have a emergency roadside service,3
27013,Will you look up whether I have emergency roadside service,3
27014,i want to have a tow included my policy,3
27015,How does my coverage help me if I have a roadside emergency,3
27016,Will you check to see if I have emergency roadside service,3
27017,Does the policy with ERS cost more than my current policy,3
27018,ow much does towing cost,3
27019,is towing included in my policy,3
27020,is my car policy have benift of emergency roadside service,3
27021,I just wondered if we had tow coverage on our sonata,3
27022,is my bike covered by emergency roadside assistance,3
27023,i would like to add roadside assistance to my policy for my van,3
27024,does insurance policy covers emergency roadside assistance,3
27025,emergency roadside service is it available,3
27026,Can you check engine failure,3
27027,Do I have a tow warranty,3
